location,date,vaccine,total_vaccinations
Germany,8/18/2021,Moderna,9118921
Germany,8/18/2021,Oxford/AstraZeneca,12601947
Germany,8/18/2021,Pfizer/BioNTech,74357653
Germany,8/19/2021,Johnson&Johnson,2677743
Germany,8/19/2021,Moderna,9143697
Germany,8/19/2021,Oxford/AstraZeneca,12606443
Germany,8/19/2021,Pfizer/BioNTech,74630208
Germany,8/20/2021,Johnson&Johnson,2692945
Germany,8/20/2021,Moderna,9163215
Germany,8/20/2021,Oxford/AstraZeneca,12611507
Germany,8/20/2021,Pfizer/BioNTech,74873277
Hong Kong,2/22/2021,Pfizer/BioNTech,0
Hong Kong,2/22/2021,Sinovac,47
Hong Kong,2/23/2021,Pfizer/BioNTech,0
Hong Kong,2/23/2021,Sinovac,579
Hong Kong,2/24/2021,Pfizer/BioNTech,0
Hong Kong,2/24/2021,Sinovac,579
Hong Kong,2/25/2021,Pfizer/BioNTech,0
Hong Kong,2/25/2021,Sinovac,579
Hong Kong,2/26/2021,Pfizer/BioNTech,0
Hong Kong,2/26/2021,Sinovac,6645
Hong Kong,2/27/2021,Pfizer/BioNTech,0
Hong Kong,2/27/2021,Sinovac,13685
Hong Kong,2/28/2021,Pfizer/BioNTech,0
Hong Kong,2/28/2021,Sinovac,20701
Hong Kong,3/1/2021,Pfizer/BioNTech,0
Hong Kong,3/1/2021,Sinovac,27109
Hong Kong,3/2/2021,Pfizer/BioNTech,0
Hong Kong,3/2/2021,Sinovac,40180
Hong Kong,3/3/2021,Pfizer/BioNTech,0
Hong Kong,3/3/2021,Sinovac,51848
Hong Kong,3/4/2021,Pfizer/BioNTech,0
Hong Kong,3/4/2021,Sinovac,62236
Hong Kong,3/5/2021,Pfizer/BioNTech,0
Hong Kong,3/5/2021,Sinovac,72374
Hong Kong,3/6/2021,Pfizer/BioNTech,336
Hong Kong,3/6/2021,Sinovac,83696
Hong Kong,3/7/2021,Pfizer/BioNTech,1207
Hong Kong,3/7/2021,Sinovac,91818
Hong Kong,3/8/2021,Pfizer/BioNTech,2130
Hong Kong,3/8/2021,Sinovac,101720
Hong Kong,3/9/2021,Pfizer/BioNTech,3008
Hong Kong,3/9/2021,Sinovac,110518
Hong Kong,3/10/2021,Pfizer/BioNTech,9028
Hong Kong,3/10/2021,Sinovac,121520
Hong Kong,3/11/2021,Pfizer/BioNTech,14791
Hong Kong,3/11/2021,Sinovac,131116
Hong Kong,3/12/2021,Pfizer/BioNTech,21519
Hong Kong,3/12/2021,Sinovac,140711
Hong Kong,3/13/2021,Pfizer/BioNTech,27845
Hong Kong,3/13/2021,Sinovac,149266
Hong Kong,3/14/2021,Pfizer/BioNTech,33525
Hong Kong,3/14/2021,Sinovac,157206
Hong Kong,3/15/2021,Pfizer/BioNTech,39922
Hong Kong,3/15/2021,Sinovac,166172
Hong Kong,3/16/2021,Pfizer/BioNTech,53021
Hong Kong,3/16/2021,Sinovac,176400
Hong Kong,3/17/2021,Pfizer/BioNTech,64373
Hong Kong,3/17/2021,Sinovac,189647
Hong Kong,3/18/2021,Pfizer/BioNTech,75151
Hong Kong,3/18/2021,Sinovac,201494
Hong Kong,3/19/2021,Pfizer/BioNTech,90960
Hong Kong,3/19/2021,Sinovac,213291
Hong Kong,3/20/2021,Pfizer/BioNTech,106003
Hong Kong,3/20/2021,Sinovac,224616
Hong Kong,3/21/2021,Pfizer/BioNTech,120739
Hong Kong,3/21/2021,Sinovac,233700
Hong Kong,3/22/2021,Pfizer/BioNTech,135824
Hong Kong,3/22/2021,Sinovac,243869
Hong Kong,3/23/2021,Pfizer/BioNTech,150244
Hong Kong,3/23/2021,Sinovac,253281
Hong Kong,3/24/2021,Pfizer/BioNTech,151325
Hong Kong,3/24/2021,Sinovac,261975
Hong Kong,3/25/2021,Pfizer/BioNTech,151325
Hong Kong,3/25/2021,Sinovac,270195
Hong Kong,3/26/2021,Pfizer/BioNTech,151325
Hong Kong,3/26/2021,Sinovac,283912
Hong Kong,3/27/2021,Pfizer/BioNTech,151325
Hong Kong,3/27/2021,Sinovac,297952
Hong Kong,3/28/2021,Pfizer/BioNTech,151325
Hong Kong,3/28/2021,Sinovac,311126
Hong Kong,3/29/2021,Pfizer/BioNTech,151325
Hong Kong,3/29/2021,Sinovac,323797
Hong Kong,3/30/2021,Pfizer/BioNTech,151325
Hong Kong,3/30/2021,Sinovac,338994
Hong Kong,3/31/2021,Pfizer/BioNTech,151325
Hong Kong,3/31/2021,Sinovac,353773
Hong Kong,4/1/2021,Pfizer/BioNTech,151325
Hong Kong,4/1/2021,Sinovac,369050
Hong Kong,4/2/2021,Pfizer/BioNTech,151325
Hong Kong,4/2/2021,Sinovac,379910
Hong Kong,4/3/2021,Pfizer/BioNTech,151325
Hong Kong,4/3/2021,Sinovac,392659
Hong Kong,4/4/2021,Pfizer/BioNTech,151983
Hong Kong,4/4/2021,Sinovac,404085
Hong Kong,4/5/2021,Pfizer/BioNTech,163728
Hong Kong,4/5/2021,Sinovac,413506
Hong Kong,4/6/2021,Pfizer/BioNTech,193565
Hong Kong,4/6/2021,Sinovac,422436
Hong Kong,4/7/2021,Pfizer/BioNTech,219537
Hong Kong,4/7/2021,Sinovac,440249
Hong Kong,4/8/2021,Pfizer/BioNTech,244598
Hong Kong,4/8/2021,Sinovac,455706
Hong Kong,4/9/2021,Pfizer/BioNTech,274283
Hong Kong,4/9/2021,Sinovac,470753
Hong Kong,4/10/2021,Pfizer/BioNTech,307577
Hong Kong,4/10/2021,Sinovac,483974
Hong Kong,4/11/2021,Pfizer/BioNTech,339562
Hong Kong,4/11/2021,Sinovac,495331
Hong Kong,4/12/2021,Pfizer/BioNTech,370268
Hong Kong,4/12/2021,Sinovac,507976
Hong Kong,4/13/2021,Pfizer/BioNTech,397768
Hong Kong,4/13/2021,Sinovac,521186
Hong Kong,4/14/2021,Pfizer/BioNTech,414247
Hong Kong,4/14/2021,Sinovac,536864
Hong Kong,4/15/2021,Pfizer/BioNTech,428957
Hong Kong,4/15/2021,Sinovac,552137
Hong Kong,4/16/2021,Pfizer/BioNTech,449248
Hong Kong,4/16/2021,Sinovac,568600
Hong Kong,4/17/2021,Pfizer/BioNTech,472580
Hong Kong,4/17/2021,Sinovac,584693
Hong Kong,4/18/2021,Pfizer/BioNTech,492448
Hong Kong,4/18/2021,Sinovac,598656
Hong Kong,4/19/2021,Pfizer/BioNTech,509676
Hong Kong,4/19/2021,Sinovac,613900
Hong Kong,4/20/2021,Pfizer/BioNTech,522584
Hong Kong,4/20/2021,Sinovac,627074
Hong Kong,4/21/2021,Pfizer/BioNTech,534068
Hong Kong,4/21/2021,Sinovac,639031
Hong Kong,4/22/2021,Pfizer/BioNTech,545794
Hong Kong,4/22/2021,Sinovac,650855
Hong Kong,4/23/2021,Pfizer/BioNTech,559087
Hong Kong,4/23/2021,Sinovac,663794
Hong Kong,4/24/2021,Pfizer/BioNTech,576257
Hong Kong,4/24/2021,Sinovac,676812
Hong Kong,4/25/2021,Pfizer/BioNTech,587132
Hong Kong,4/25/2021,Sinovac,688048
Hong Kong,4/26/2021,Pfizer/BioNTech,602961
Hong Kong,4/26/2021,Sinovac,699242
Hong Kong,4/27/2021,Pfizer/BioNTech,617999
Hong Kong,4/27/2021,Sinovac,708873
Hong Kong,4/28/2021,Pfizer/BioNTech,633052
Hong Kong,4/28/2021,Sinovac,718705
Hong Kong,4/29/2021,Pfizer/BioNTech,648990
Hong Kong,4/29/2021,Sinovac,728522
Hong Kong,4/30/2021,Pfizer/BioNTech,672911
Hong Kong,4/30/2021,Sinovac,740872
Hong Kong,5/1/2021,Pfizer/BioNTech,704169
Hong Kong,5/1/2021,Sinovac,750253
Hong Kong,5/2/2021,Pfizer/BioNTech,733052
Hong Kong,5/2/2021,Sinovac,758888
Hong Kong,5/3/2021,Pfizer/BioNTech,761225
Hong Kong,5/3/2021,Sinovac,768438
Hong Kong,5/4/2021,Pfizer/BioNTech,785883
Hong Kong,5/4/2021,Sinovac,776963
Hong Kong,5/5/2021,Pfizer/BioNTech,808170
Hong Kong,5/5/2021,Sinovac,785452
Hong Kong,5/6/2021,Pfizer/BioNTech,830518
Hong Kong,5/6/2021,Sinovac,793546
Hong Kong,5/7/2021,Pfizer/BioNTech,859909
Hong Kong,5/7/2021,Sinovac,802465
Hong Kong,5/8/2021,Pfizer/BioNTech,893098
Hong Kong,5/8/2021,Sinovac,811364
Hong Kong,5/9/2021,Pfizer/BioNTech,923249
Hong Kong,5/9/2021,Sinovac,818432
Hong Kong,5/10/2021,Pfizer/BioNTech,950164
Hong Kong,5/10/2021,Sinovac,826404
Hong Kong,5/11/2021,Pfizer/BioNTech,971048
Hong Kong,5/11/2021,Sinovac,834030
Hong Kong,5/12/2021,Pfizer/BioNTech,989519
Hong Kong,5/12/2021,Sinovac,841346
Hong Kong,5/13/2021,Pfizer/BioNTech,1007898
Hong Kong,5/13/2021,Sinovac,848745
Hong Kong,5/14/2021,Pfizer/BioNTech,1031159
Hong Kong,5/14/2021,Sinovac,857466
Hong Kong,5/15/2021,Pfizer/BioNTech,1060281
Hong Kong,5/15/2021,Sinovac,865976
Hong Kong,5/16/2021,Pfizer/BioNTech,1081909
Hong Kong,5/16/2021,Sinovac,873178
Hong Kong,5/17/2021,Pfizer/BioNTech,1101945
Hong Kong,5/17/2021,Sinovac,882396
Hong Kong,5/18/2021,Pfizer/BioNTech,1118322
Hong Kong,5/18/2021,Sinovac,892060
Hong Kong,5/19/2021,Pfizer/BioNTech,1129854
Hong Kong,5/19/2021,Sinovac,896695
Hong Kong,5/20/2021,Pfizer/BioNTech,1144808
Hong Kong,5/20/2021,Sinovac,905524
Hong Kong,5/21/2021,Pfizer/BioNTech,1165817
Hong Kong,5/21/2021,Sinovac,915359
Hong Kong,5/22/2021,Pfizer/BioNTech,1192546
Hong Kong,5/22/2021,Sinovac,925280
Hong Kong,5/23/2021,Pfizer/BioNTech,1213485
Hong Kong,5/23/2021,Sinovac,933176
Hong Kong,5/24/2021,Pfizer/BioNTech,1231670
Hong Kong,5/24/2021,Sinovac,943370
Hong Kong,5/25/2021,Pfizer/BioNTech,1246780
Hong Kong,5/25/2021,Sinovac,953320
Hong Kong,5/26/2021,Pfizer/BioNTech,1261013
Hong Kong,5/26/2021,Sinovac,963165
Hong Kong,5/27/2021,Pfizer/BioNTech,1276408
Hong Kong,5/27/2021,Sinovac,973914
Hong Kong,5/28/2021,Pfizer/BioNTech,1298639
Hong Kong,5/28/2021,Sinovac,987680
Hong Kong,5/29/2021,Pfizer/BioNTech,1326703
Hong Kong,5/29/2021,Sinovac,1002157
Hong Kong,5/30/2021,Pfizer/BioNTech,1349218
Hong Kong,5/30/2021,Sinovac,1014818
Hong Kong,5/31/2021,Pfizer/BioNTech,1369621
Hong Kong,5/31/2021,Sinovac,1030884
Hong Kong,6/1/2021,Pfizer/BioNTech,1386363
Hong Kong,6/1/2021,Sinovac,1047705
Hong Kong,6/2/2021,Pfizer/BioNTech,1402070
Hong Kong,6/2/2021,Sinovac,1064498
Hong Kong,6/3/2021,Pfizer/BioNTech,1420965
Hong Kong,6/3/2021,Sinovac,1081821
Hong Kong,6/4/2021,Pfizer/BioNTech,1447519
Hong Kong,6/4/2021,Sinovac,1100219
Hong Kong,6/5/2021,Pfizer/BioNTech,1480590
Hong Kong,6/5/2021,Sinovac,1117664
Hong Kong,6/6/2021,Pfizer/BioNTech,1506551
Hong Kong,6/6/2021,Sinovac,1131039
Hong Kong,6/7/2021,Pfizer/BioNTech,1529500
Hong Kong,6/7/2021,Sinovac,1150240
Hong Kong,6/8/2021,Pfizer/BioNTech,1547786
Hong Kong,6/8/2021,Sinovac,1168438
Hong Kong,6/9/2021,Pfizer/BioNTech,1563826
Hong Kong,6/9/2021,Sinovac,1185265
Hong Kong,6/10/2021,Pfizer/BioNTech,1584476
Hong Kong,6/10/2021,Sinovac,1202847
Hong Kong,6/11/2021,Pfizer/BioNTech,1614122
Hong Kong,6/11/2021,Sinovac,1223634
Hong Kong,6/12/2021,Pfizer/BioNTech,1649182
Hong Kong,6/12/2021,Sinovac,1242718
Hong Kong,6/13/2021,Pfizer/BioNTech,1677196
Hong Kong,6/13/2021,Sinovac,1257204
Hong Kong,6/14/2021,Pfizer/BioNTech,1697743
Hong Kong,6/14/2021,Sinovac,1267146
Hong Kong,6/15/2021,Pfizer/BioNTech,1720301
Hong Kong,6/15/2021,Sinovac,1286110
Hong Kong,6/16/2021,Pfizer/BioNTech,1739030
Hong Kong,6/16/2021,Sinovac,1302840
Hong Kong,6/17/2021,Pfizer/BioNTech,1759936
Hong Kong,6/17/2021,Sinovac,1320836
Hong Kong,6/18/2021,Pfizer/BioNTech,1790251
Hong Kong,6/18/2021,Sinovac,1340852
Hong Kong,6/19/2021,Pfizer/BioNTech,1824024
Hong Kong,6/19/2021,Sinovac,1358691
Hong Kong,6/20/2021,Pfizer/BioNTech,1849518
Hong Kong,6/20/2021,Sinovac,1371157
Hong Kong,6/21/2021,Pfizer/BioNTech,1876259
Hong Kong,6/21/2021,Sinovac,1390418
Hong Kong,6/22/2021,Pfizer/BioNTech,1897869
Hong Kong,6/22/2021,Sinovac,1409805
Hong Kong,6/23/2021,Pfizer/BioNTech,1920634
Hong Kong,6/23/2021,Sinovac,1427724
Hong Kong,6/24/2021,Pfizer/BioNTech,1948140
Hong Kong,6/24/2021,Sinovac,1446642
Hong Kong,6/25/2021,Pfizer/BioNTech,1983589
Hong Kong,6/25/2021,Sinovac,1469137
Hong Kong,6/26/2021,Pfizer/BioNTech,2021906
Hong Kong,6/26/2021,Sinovac,1489379
Hong Kong,6/27/2021,Pfizer/BioNTech,2056980
Hong Kong,6/27/2021,Sinovac,1504510
Hong Kong,6/28/2021,Pfizer/BioNTech,2087432
Hong Kong,6/28/2021,Sinovac,1525604
Hong Kong,6/29/2021,Pfizer/BioNTech,2118810
Hong Kong,6/29/2021,Sinovac,1550295
Hong Kong,6/30/2021,Pfizer/BioNTech,2154180
Hong Kong,6/30/2021,Sinovac,1575190
Hong Kong,7/1/2021,Pfizer/BioNTech,2188109
Hong Kong,7/1/2021,Sinovac,1588912
Hong Kong,7/2/2021,Pfizer/BioNTech,2230056
Hong Kong,7/2/2021,Sinovac,1617080
Hong Kong,7/3/2021,Pfizer/BioNTech,2269910
Hong Kong,7/3/2021,Sinovac,1638949
Hong Kong,7/4/2021,Pfizer/BioNTech,2307159
Hong Kong,7/4/2021,Sinovac,1654648
Hong Kong,7/5/2021,Pfizer/BioNTech,2344929
Hong Kong,7/5/2021,Sinovac,1681524
Hong Kong,7/6/2021,Pfizer/BioNTech,2379885
Hong Kong,7/6/2021,Sinovac,1706423
Hong Kong,7/7/2021,Pfizer/BioNTech,2413686
Hong Kong,7/7/2021,Sinovac,1729897
Hong Kong,7/8/2021,Pfizer/BioNTech,2452712
Hong Kong,7/8/2021,Sinovac,1754626
Hong Kong,7/9/2021,Pfizer/BioNTech,2495487
Hong Kong,7/9/2021,Sinovac,1782099
Hong Kong,7/10/2021,Pfizer/BioNTech,2537106
Hong Kong,7/10/2021,Sinovac,1804623
Hong Kong,7/11/2021,Pfizer/BioNTech,2576112
Hong Kong,7/11/2021,Sinovac,1820658
Hong Kong,7/12/2021,Pfizer/BioNTech,2616292
Hong Kong,7/12/2021,Sinovac,1842239
Hong Kong,7/13/2021,Pfizer/BioNTech,2653567
Hong Kong,7/13/2021,Sinovac,1864755
Hong Kong,7/14/2021,Pfizer/BioNTech,2690358
Hong Kong,7/14/2021,Sinovac,1885266
Hong Kong,7/15/2021,Pfizer/BioNTech,2730320
Hong Kong,7/15/2021,Sinovac,1908672
Hong Kong,7/16/2021,Pfizer/BioNTech,2773476
Hong Kong,7/16/2021,Sinovac,1934499
Hong Kong,7/17/2021,Pfizer/BioNTech,2815016
Hong Kong,7/17/2021,Sinovac,1956413
Hong Kong,7/18/2021,Pfizer/BioNTech,2854949
Hong Kong,7/18/2021,Sinovac,1971799
Hong Kong,7/19/2021,Pfizer/BioNTech,2896443
Hong Kong,7/19/2021,Sinovac,1995451
Hong Kong,7/20/2021,Pfizer/BioNTech,2936047
Hong Kong,7/20/2021,Sinovac,2017549
Hong Kong,7/21/2021,Pfizer/BioNTech,2976380
Hong Kong,7/21/2021,Sinovac,2038034
Hong Kong,7/22/2021,Pfizer/BioNTech,3018471
Hong Kong,7/22/2021,Sinovac,2060208
Hong Kong,7/23/2021,Pfizer/BioNTech,3063910
Hong Kong,7/23/2021,Sinovac,2085553
Hong Kong,7/24/2021,Pfizer/BioNTech,3107500
Hong Kong,7/24/2021,Sinovac,2106508
Hong Kong,7/25/2021,Pfizer/BioNTech,3149532
Hong Kong,7/25/2021,Sinovac,2120482
Hong Kong,7/26/2021,Pfizer/BioNTech,3193162
Hong Kong,7/26/2021,Sinovac,2143570
Hong Kong,7/27/2021,Pfizer/BioNTech,3236097
Hong Kong,7/27/2021,Sinovac,2165516
Hong Kong,7/28/2021,Pfizer/BioNTech,3277606
Hong Kong,7/28/2021,Sinovac,2187224
Hong Kong,7/29/2021,Pfizer/BioNTech,3320878
Hong Kong,7/29/2021,Sinovac,2207035
Hong Kong,7/30/2021,Pfizer/BioNTech,3365952
Hong Kong,7/30/2021,Sinovac,2232256
Hong Kong,7/31/2021,Pfizer/BioNTech,3410209
Hong Kong,7/31/2021,Sinovac,2253025
Hong Kong,8/1/2021,Pfizer/BioNTech,3452402
Hong Kong,8/1/2021,Sinovac,2266622
Hong Kong,8/2/2021,Pfizer/BioNTech,3496629
Hong Kong,8/2/2021,Sinovac,2291444
Hong Kong,8/3/2021,Pfizer/BioNTech,3540915
Hong Kong,8/3/2021,Sinovac,2316076
Hong Kong,8/4/2021,Pfizer/BioNTech,3585406
Hong Kong,8/4/2021,Sinovac,2337018
Hong Kong,8/5/2021,Pfizer/BioNTech,3631228
Hong Kong,8/5/2021,Sinovac,2358389
Hong Kong,8/6/2021,Pfizer/BioNTech,3678154
Hong Kong,8/6/2021,Sinovac,2381991
Hong Kong,8/7/2021,Pfizer/BioNTech,3723897
Hong Kong,8/7/2021,Sinovac,2400858
Hong Kong,8/8/2021,Pfizer/BioNTech,3768024
Hong Kong,8/8/2021,Sinovac,2412112
Hong Kong,8/9/2021,Pfizer/BioNTech,3814220
Hong Kong,8/9/2021,Sinovac,2434628
Hong Kong,8/10/2021,Pfizer/BioNTech,3860923
Hong Kong,8/10/2021,Sinovac,2454743
Hong Kong,8/11/2021,Pfizer/BioNTech,3907828
Hong Kong,8/11/2021,Sinovac,2473328
Hong Kong,8/12/2021,Pfizer/BioNTech,3954137
Hong Kong,8/12/2021,Sinovac,2493008
Hong Kong,8/13/2021,Pfizer/BioNTech,4001803
Hong Kong,8/13/2021,Sinovac,2513860
Hong Kong,8/14/2021,Pfizer/BioNTech,4048526
Hong Kong,8/14/2021,Sinovac,2531206
Hong Kong,8/15/2021,Pfizer/BioNTech,4092793
Hong Kong,8/15/2021,Sinovac,2542289
Hong Kong,8/16/2021,Pfizer/BioNTech,4138452
Hong Kong,8/16/2021,Sinovac,2561666
Hong Kong,8/17/2021,Pfizer/BioNTech,4182899
Hong Kong,8/17/2021,Sinovac,2578648
Hong Kong,8/18/2021,Pfizer/BioNTech,4226719
Hong Kong,8/18/2021,Sinovac,2594842
Hong Kong,8/19/2021,Pfizer/BioNTech,4269904
Hong Kong,8/19/2021,Sinovac,2611296
Hong Kong,8/20/2021,Pfizer/BioNTech,4314265
Hong Kong,8/20/2021,Sinovac,2630002
Hong Kong,8/21/2021,Pfizer/BioNTech,4357866
Hong Kong,8/21/2021,Sinovac,2645923
Hungary,1/1/2021,Pfizer/BioNTech,1095
Hungary,1/8/2021,Pfizer/BioNTech,71815
Hungary,1/15/2021,Moderna,3045
Hungary,1/15/2021,Pfizer/BioNTech,120515
Hungary,1/22/2021,Moderna,3110
Hungary,1/22/2021,Pfizer/BioNTech,153055
Hungary,1/29/2021,Moderna,3289
Hungary,1/29/2021,Pfizer/BioNTech,299730
Hungary,2/5/2021,Moderna,14413
Hungary,2/5/2021,Oxford/AstraZeneca,0
Hungary,2/5/2021,Pfizer/BioNTech,382360
Hungary,2/5/2021,Sputnik V,0
Hungary,2/12/2021,Moderna,17526
Hungary,2/12/2021,Oxford/AstraZeneca,20101
Hungary,2/12/2021,Pfizer/BioNTech,439830
Hungary,2/12/2021,Sputnik V,2385
Hungary,2/19/2021,Moderna,21249
Hungary,2/19/2021,Oxford/AstraZeneca,43574
Hungary,2/19/2021,Pfizer/BioNTech,577726
Hungary,2/19/2021,Sinopharm/Beijing,0
Hungary,2/19/2021,Sputnik V,18484
Hungary,2/26/2021,Moderna,22501
Hungary,2/26/2021,Oxford/AstraZeneca,85258
Hungary,2/26/2021,Pfizer/BioNTech,665513
Hungary,2/26/2021,Sinopharm/Beijing,162077
Hungary,2/26/2021,Sputnik V,19321
Hungary,3/5/2021,Moderna,59086
Hungary,3/5/2021,Oxford/AstraZeneca,96390
Hungary,3/5/2021,Pfizer/BioNTech,772330
Hungary,3/5/2021,Sinopharm/Beijing,368592
Hungary,3/5/2021,Sputnik V,22756
Hungary,3/12/2021,Moderna,74445
Hungary,3/12/2021,Oxford/AstraZeneca,233625
Hungary,3/12/2021,Pfizer/BioNTech,891614
Hungary,3/12/2021,Sinopharm/Beijing,492383
Hungary,3/12/2021,Sputnik V,54724
Hungary,3/19/2021,Moderna,79115
Hungary,3/19/2021,Oxford/AstraZeneca,293047
Hungary,3/19/2021,Pfizer/BioNTech,1054896
Hungary,3/19/2021,Sinopharm/Beijing,505062
Hungary,3/19/2021,Sputnik V,143314
Hungary,3/26/2021,Moderna,84172
Hungary,3/26/2021,Oxford/AstraZeneca,392696
Hungary,3/26/2021,Pfizer/BioNTech,1211790
Hungary,3/26/2021,Sinopharm/Beijing,687323
Hungary,3/26/2021,Sputnik V,233879
Hungary,4/2/2021,Moderna,149942
Hungary,4/2/2021,Oxford/AstraZeneca,422374
Hungary,4/2/2021,Pfizer/BioNTech,1428960
Hungary,4/2/2021,Sinopharm/Beijing,885907
Hungary,4/2/2021,Sputnik V,388391
Hungary,4/9/2021,Moderna,203839
Hungary,4/9/2021,Oxford/AstraZeneca,585205
Hungary,4/9/2021,Pfizer/BioNTech,1633326
Hungary,4/9/2021,Sinopharm/Beijing,1013005
Hungary,4/9/2021,Sputnik V,676266
Hungary,4/16/2021,Johnson&Johnson,0
Hungary,4/16/2021,Moderna,206499
Hungary,4/16/2021,Oxford/AstraZeneca,631955
Hungary,4/16/2021,Pfizer/BioNTech,1849226
Hungary,4/16/2021,Sinopharm/Beijing,1030350
Hungary,4/16/2021,Sputnik V,924750
Hungary,4/23/2021,Johnson&Johnson,0
Hungary,4/23/2021,Moderna,269215
Hungary,4/23/2021,Oxford/AstraZeneca,658012
Hungary,4/23/2021,Pfizer/BioNTech,2169616
Hungary,4/23/2021,Sinopharm/Beijing,1051731
Hungary,4/23/2021,Sputnik V,1097161
Hungary,4/30/2021,Johnson&Johnson,0
Hungary,4/30/2021,Moderna,314650
Hungary,4/30/2021,Oxford/AstraZeneca,663857
Hungary,4/30/2021,Pfizer/BioNTech,2445274
Hungary,4/30/2021,Sinopharm/Beijing,1391195
Hungary,4/30/2021,Sputnik V,1302893
Hungary,5/7/2021,Johnson&Johnson,3022
Hungary,5/7/2021,Moderna,358591
Hungary,5/7/2021,Oxford/AstraZeneca,713011
Hungary,5/7/2021,Pfizer/BioNTech,2693362
Hungary,5/7/2021,Sinopharm/Beijing,1464478
Hungary,5/7/2021,Sputnik V,1520581
Hungary,5/14/2021,Johnson&Johnson,20224
Hungary,5/14/2021,Moderna,400402
Hungary,5/14/2021,Oxford/AstraZeneca,750606
Hungary,5/14/2021,Pfizer/BioNTech,2909481
Hungary,5/14/2021,Sinopharm/Beijing,1515513
Hungary,5/14/2021,Sputnik V,1609566
Hungary,5/21/2021,Johnson&Johnson,48840
Hungary,5/21/2021,Moderna,487077
Hungary,5/21/2021,Oxford/AstraZeneca,775144
Hungary,5/21/2021,Pfizer/BioNTech,3309053
Hungary,5/21/2021,Sinopharm/Beijing,1556829
Hungary,5/21/2021,Sputnik V,1632758
Hungary,5/28/2021,Johnson&Johnson,61253
Hungary,5/28/2021,Moderna,522677
Hungary,5/28/2021,Oxford/AstraZeneca,804257
Hungary,5/28/2021,Pfizer/BioNTech,3562970
Hungary,5/28/2021,Sinopharm/Beijing,1852676
Hungary,5/28/2021,Sputnik V,1694187
Hungary,6/4/2021,Johnson&Johnson,74656
Hungary,6/4/2021,Moderna,543091
Hungary,6/4/2021,Oxford/AstraZeneca,918156
Hungary,6/4/2021,Pfizer/BioNTech,3749177
Hungary,6/4/2021,Sinopharm/Beijing,1932634
Hungary,6/4/2021,Sputnik V,1746818
Hungary,6/11/2021,Johnson&Johnson,84534
Hungary,6/11/2021,Moderna,588126
Hungary,6/11/2021,Oxford/AstraZeneca,969198
Hungary,6/11/2021,Pfizer/BioNTech,3838246
Hungary,6/11/2021,Sinopharm/Beijing,1988148
Hungary,6/11/2021,Sputnik V,1768262
Hungary,6/18/2021,Johnson&Johnson,91904
Hungary,6/18/2021,Moderna,619992
Hungary,6/18/2021,Oxford/AstraZeneca,1022220
Hungary,6/18/2021,Pfizer/BioNTech,3957616
Hungary,6/18/2021,Sinopharm/Beijing,2018784
Hungary,6/18/2021,Sputnik V,1778061
Hungary,6/25/2021,Johnson&Johnson,96881
Hungary,6/25/2021,Moderna,650048
Hungary,6/25/2021,Oxford/AstraZeneca,1061318
Hungary,6/25/2021,Pfizer/BioNTech,4214281
Hungary,6/25/2021,Sinopharm/Beijing,2035373
Hungary,6/25/2021,Sputnik V,1783131
Hungary,7/2/2021,Johnson&Johnson,99609
Hungary,7/2/2021,Moderna,663308
Hungary,7/2/2021,Oxford/AstraZeneca,1158542
Hungary,7/2/2021,Pfizer/BioNTech,4286386
Hungary,7/2/2021,Sinopharm/Beijing,2046334
Hungary,7/2/2021,Sputnik V,1786904
Hungary,7/9/2021,Johnson&Johnson,104340
Hungary,7/9/2021,Moderna,671489
Hungary,7/9/2021,Oxford/AstraZeneca,1188574
Hungary,7/9/2021,Pfizer/BioNTech,4368674
Hungary,7/9/2021,Sinopharm/Beijing,2055481
Hungary,7/9/2021,Sputnik V,1789960
Hungary,7/16/2021,Johnson&Johnson,110168
Hungary,7/16/2021,Moderna,675312
Hungary,7/16/2021,Oxford/AstraZeneca,1203799
Hungary,7/16/2021,Pfizer/BioNTech,4441576
Hungary,7/16/2021,Sinopharm/Beijing,2061652
Hungary,7/16/2021,Sputnik V,1791816
Hungary,7/23/2021,Johnson&Johnson,116247
Hungary,7/23/2021,Moderna,676977
Hungary,7/23/2021,Oxford/AstraZeneca,1208115
Hungary,7/23/2021,Pfizer/BioNTech,4489027
Hungary,7/23/2021,Sinopharm/Beijing,2066542
Hungary,7/23/2021,Sputnik V,1793345
Hungary,7/30/2021,Johnson&Johnson,122677
Hungary,7/30/2021,Moderna,677801
Hungary,7/30/2021,Oxford/AstraZeneca,1232562
Hungary,7/30/2021,Pfizer/BioNTech,4516819
Hungary,7/30/2021,Sinopharm/Beijing,2070374
Hungary,7/30/2021,Sputnik V,1794745
Hungary,8/6/2021,Johnson&Johnson,126106
Hungary,8/6/2021,Moderna,678515
Hungary,8/6/2021,Oxford/AstraZeneca,1235467
Hungary,8/6/2021,Pfizer/BioNTech,4541253
Hungary,8/6/2021,Sinopharm/Beijing,2073838
Hungary,8/6/2021,Sputnik V,1795935
Hungary,8/13/2021,Johnson&Johnson,130196
Hungary,8/13/2021,Moderna,679814
Hungary,8/13/2021,Oxford/AstraZeneca,1237172
Hungary,8/13/2021,Pfizer/BioNTech,4567826
Hungary,8/13/2021,Sinopharm/Beijing,2077832
Hungary,8/13/2021,Sputnik V,1797286
